UserID,UserName,Age,Gender,Email,total_courses,enrollment_frequency,avg_spending,total_spending,diversity_score,avg_course_rating,preferred_category,preferred_level,learning_depth_index,preferred_teacher,teacher_diversity
U01738,aortiz,16,Female,qgraham@outlook.com,1,1,0.0,0.0,1,4.45,Design,Advanced,1.0,TC00051,1
U01739,mauriceponce,19,Male,apalmer@hotmail.com,1,1,0.0,0.0,1,2.98,Marketing,Advanced,1.0,TC00026,1
U01740,johnbridges,20,Male,claudiafox@outlook.com,1,1,0.0,0.0,1,2.98,Marketing,Advanced,1.0,TC00044,1
U01741,uadams,30,Male,jonessteven@yahoo.com,2,2,0.0,0.0,2,2.95,Data Science,Beginner,0.0,TC00015,2
U01742,lyork,30,Female,psmith@yahoo.com,2,2,0.0,0.0,1,4.119999999999999,Finance,Beginner,0.0,TC00023,1
U01743,mhunter,15,Male,wagnerjerry@yahoo.com,1,1,0.0,0.0,1,1.81,Machine Learning,Advanced,1.0,TC00027,1
U01744,john10,22,Male,kingcourtney@yahoo.com,4,4,166.315,665.26,4,3.9625,Business,Advanced,2.0,TC00008,4
U01745,jasonwatts,21,Female,wvilla@yahoo.com,13,13,124.81846153846153,1622.6399999999999,7,3.2546153846153847,Data Science,Beginner,0.6666666666666666,TC00040,2
U01746,jodiortega,24,Male,nathaniel40@outlook.com,14,14,114.80357142857143,1607.25,8,3.3685714285714283,Digital Marketing,Beginner,0.4,TC00040,2
U01747,kyle18,19,Female,derrickkelley@hotmail.com,4,4,44.335,177.34,4,3.6925,Digital Marketing,Intermediate,0.5,TC00018,4
U01748,williamsadam,22,Male,joseph49@outlook.com,1,1,394.26,394.26,1,1.35,Cybersecurity,Intermediate,0.0,TC00031,1
U01749,fmiles,31,Female,james11@hotmail.com,1,1,276.37,276.37,1,2.72,Design,Advanced,1.0,TC00047,1
U01750,stephanieshaw,24,Male,victoria11@gmail.com,4,4,156.91500000000002,627.6600000000001,4,3.435,Business,Beginner,0.0,TC00008,4
U01751,mcbridepatrick,25,Female,brandon18@yahoo.com,1,1,0.78,0.78,1,3.89,Machine Learning,Advanced,1.0,TC00026,1
U01752,johnharris,34,Female,kimvincent@outlook.com,4,4,75.495,301.98,4,2.8,Artificial Intelligence,Advanced,1.0,TC00024,4
U01753,kirbyelijah,17,Female,biancaarmstrong@yahoo.com,1,1,0.0,0.0,1,2.0,Business,Advanced,1.0,TC00028,1
U01754,qdiaz,22,Male,henglish@yahoo.com,1,1,0.0,0.0,1,3.64,Artificial Intelligence,Beginner,0.0,TC00029,1
U01755,andrewskelly,26,Female,michellereyes@outlook.com,1,1,285.05,285.05,1,1.96,Business,Beginner,0.0,TC00028,1
U01756,uortiz,21,Male,anita87@gmail.com,2,2,0.0,0.0,2,1.505,Machine Learning,Beginner,0.0,TC00004,2
U01757,ycarter,26,Female,mariah38@hotmail.com,1,1,0.0,0.0,1,2.88,Programming,Beginner,0.0,TC00028,1
U01758,yhall,16,Female,anelson@yahoo.com,1,1,326.02,326.02,1,2.69,Business,Intermediate,0.0,TC00028,1
U01759,pwebster,21,Male,scott26@outlook.com,1,1,276.37,276.37,1,2.72,Design,Advanced,1.0,TC00057,1
U01760,eric06,19,Male,smoreno@gmail.com,1,1,490.9,490.9,1,4.55,Artificial Intelligence,Beginner,0.0,TC00027,1
U01761,mark03,31,Male,gabriel32@yahoo.com,2,2,0.0,0.0,2,2.44,Business,Advanced,1.0,TC00049,2
U01762,dustin24,33,Male,reeveschristopher@yahoo.com,15,15,95.136,1427.04,11,3.624666666666667,Marketing,Advanced,1.4,TC00040,2
U01763,sharon32,24,Male,jimmy75@outlook.com,1,1,248.1,248.1,1,1.2,Artificial Intelligence,Beginner,0.0,TC00027,1
U01764,cowanaustin,30,Male,gomezjennifer@hotmail.com,2,2,142.525,285.05,2,3.2,Business,Beginner,0.0,TC00017,2
U01765,patrick83,24,Female,lwilliamson@yahoo.com,1,1,0.0,0.0,1,2.01,Marketing,Advanced,1.0,TC00027,1
U01766,michaelmiller,33,Female,jamie43@hotmail.com,3,3,207.6933333333333,623.0799999999999,3,2.9633333333333334,Cybersecurity,Advanced,1.0,TC00018,3
U01767,thomas29,15,Female,housestephen@yahoo.com,1,1,0.0,0.0,1,4.44,Digital Marketing,Beginner,0.0,TC00017,1
U01768,turnercorey,26,Female,paul81@outlook.com,2,2,0.0,0.0,2,4.19,Cybersecurity,Advanced,1.0,TC00001,1
U01769,khanrenee,15,Male,kirkwagner@gmail.com,4,4,13.465,53.86,4,3.1875,Digital Marketing,Beginner,0.0,TC00002,4
U01770,daviselizabeth,22,Female,bryantmichael@outlook.com,2,2,0.0,0.0,2,4.695,Cybersecurity,Advanced,0.5,TC00033,2
U01771,calebmorgan,21,Male,baileymax@gmail.com,3,3,115.82999999999998,347.48999999999995,3,2.2133333333333334,Design,Advanced,3.0,TC00007,3
U01772,elizabethrodriguez,32,Female,uburns@outlook.com,1,1,0.0,0.0,1,2.01,Marketing,Advanced,1.0,TC00031,1
U01773,tanya67,17,Male,ernestgregory@outlook.com,16,16,162.28375,2596.54,8,3.124375,Artificial Intelligence,Beginner,0.4,TC00042,2
U01774,holly96,17,Male,stephen91@outlook.com,1,1,0.0,0.0,1,4.94,Cybersecurity,Beginner,0.0,TC00006,1
U01775,nancyhart,31,Female,carterlisa@outlook.com,2,2,0.0,0.0,2,3.0999999999999996,Design,Advanced,0.5,TC00020,2
U01776,websterkaren,30,Female,robertclayton@hotmail.com,2,2,0.0,0.0,2,2.645,Business,Advanced,0.5,TC00028,2
U01777,justin83,27,Male,kimberly25@hotmail.com,1,1,0.0,0.0,1,2.2,Web Development,Beginner,0.0,TC00026,1
U01778,phillip31,24,Female,robertnavarro@outlook.com,2,2,0.0,0.0,2,4.055,Data Science,Beginner,0.0,TC00015,2
U01779,sarahtrujillo,31,Male,jeremy60@yahoo.com,1,1,0.0,0.0,1,4.72,Marketing,Intermediate,0.0,TC00034,1
U01780,smithtimothy,27,Male,rblair@hotmail.com,1,1,346.71,346.71,1,1.23,Project Management,Advanced,1.0,TC00060,1
U01781,cortezmorgan,30,Male,lhuynh@gmail.com,1,1,0.0,0.0,1,3.45,Project Management,Intermediate,0.0,TC00043,1
U01782,david48,17,Female,martinmatthew@yahoo.com,1,1,0.0,0.0,1,3.85,Programming,Beginner,0.0,TC00022,1
U01783,mcconnellerica,28,Male,ellismark@yahoo.com,3,3,19.106666666666666,57.32,3,3.78,Business,Advanced,2.0,TC00007,3
U01784,ccarr,32,Female,richardbarnes@gmail.com,1,1,119.04,119.04,1,2.75,Finance,Intermediate,0.0,TC00044,1
U01785,masonrachel,34,Female,feliciashannon@gmail.com,1,1,0.0,0.0,1,4.73,Machine Learning,Intermediate,0.0,TC00031,1
U01786,joseph21,25,Female,michaeljimenez@hotmail.com,13,13,118.44461538461539,1539.78,8,3.1830769230769227,Finance,Advanced,1.2,TC00042,2
U01787,kristin95,30,Female,roybowen@outlook.com,2,2,133.465,266.93,2,3.285,Artificial Intelligence,Advanced,1.0,TC00027,2
U01788,sayers,15,Male,francisdenise@gmail.com,2,2,44.795,89.59,2,3.7350000000000003,Artificial Intelligence,Advanced,1.0,TC00029,1
U01789,rodriguezjacob,33,Female,bryandennis@hotmail.com,15,15,96.142,1442.1299999999999,8,3.234,Data Science,Beginner,0.625,TC00042,2
U01790,jerrydavidson,25,Male,salazarkyle@hotmail.com,1,1,299.57,299.57,1,3.74,Data Science,Beginner,0.0,TC00057,1
U01791,richardrandy,31,Female,reneecampbell@outlook.com,2,2,26.93,53.86,2,3.63,Finance,Advanced,0.5,TC00005,2
U01792,charlottelewis,15,Male,zstewart@outlook.com,1,1,53.86,53.86,1,2.47,Finance,Beginner,0.0,TC00044,1
U01793,alexandrawright,30,Male,vasqueztristan@gmail.com,1,1,0.0,0.0,1,3.93,Cybersecurity,Intermediate,0.0,TC00031,1
U01794,mcbrideamy,26,Male,woodsamantha@outlook.com,1,1,0.0,0.0,1,2.0,Business,Advanced,1.0,TC00028,1
U01795,wtorres,15,Female,jessica84@outlook.com,13,13,88.11999999999999,1145.56,9,2.9646153846153847,Artificial Intelligence,Advanced,1.0,TC00042,2
U01796,catherinegonzales,15,Male,paul98@hotmail.com,1,1,0.0,0.0,1,2.67,Web Development,Advanced,1.0,TC00045,1
U01797,linda33,33,Male,adamlee@gmail.com,1,1,490.9,490.9,1,4.55,Artificial Intelligence,Beginner,0.0,TC00027,1
U01798,gregoryjenkins,18,Male,vwolfe@yahoo.com,1,1,487.92,487.92,1,3.64,Business,Advanced,1.0,TC00028,1
U01799,jacobssusan,33,Female,kdaniels@hotmail.com,1,1,0.0,0.0,1,3.15,Business,Advanced,1.0,TC00028,1
U01800,melaniejacobson,25,Female,kimhoward@yahoo.com,2,2,124.05,248.1,2,2.4,Artificial Intelligence,Beginner,0.0,TC00030,2
U01801,julialong,20,Male,dhernandez@gmail.com,1,1,394.26,394.26,1,1.35,Cybersecurity,Intermediate,0.0,TC00031,1
U01802,oharris,15,Female,kevin83@outlook.com,1,1,276.37,276.37,1,2.72,Design,Advanced,1.0,TC00052,1
U01803,brett15,27,Female,susandavis@yahoo.com,3,3,114.20333333333333,342.61,3,3.6799999999999997,Programming,Beginner,0.0,TC00018,3
U01804,nicoletaylor,20,Female,whitecarol@hotmail.com,2,2,0.0,0.0,2,3.71,Digital Marketing,Advanced,0.5,TC00009,2
U01805,bridget73,21,Male,swilson@outlook.com,15,15,28.797333333333334,431.96000000000004,9,2.834,Cybersecurity,Beginner,0.5714285714285714,TC00040,2
U01806,hgomez,26,Male,annalee@gmail.com,1,1,0.0,0.0,1,4.14,Finance,Beginner,0.0,TC00023,1
U01807,veronica27,31,Male,heather88@hotmail.com,2,2,245.45,490.9,2,3.7649999999999997,Artificial Intelligence,Advanced,0.5,TC00027,2
U01808,stephenwebster,15,Male,faulknergregory@gmail.com,3,3,228.22333333333333,684.67,2,4.183333333333334,Digital Marketing,Advanced,0.5,TC00002,3
U01809,alexanderyork,24,Female,sanchezmichelle@gmail.com,13,13,109.82923076923076,1427.78,8,3.3169230769230773,Cybersecurity,Beginner,0.42857142857142855,TC00040,2
U01810,bridgetjohnson,15,Female,cgonzalez@outlook.com,15,15,149.47066666666666,2242.06,8,2.9113333333333333,Business,Advanced,1.75,TC00042,2
U01811,lauriejoyce,28,Female,tsparks@yahoo.com,1,1,0.0,0.0,1,1.59,Finance,Advanced,1.0,TC00023,1
U01812,drussell,17,Male,vbernard@gmail.com,15,15,53.23533333333333,798.53,10,2.9353333333333333,Data Science,Advanced,1.0,TC00042,2
U01813,williamstone,24,Female,amber77@yahoo.com,1,1,0.0,0.0,1,3.65,Data Science,Beginner,0.0,TC00010,1
U01814,gwilliams,17,Female,donaldconrad@hotmail.com,3,3,157.42666666666665,472.28,3,2.8266666666666667,Machine Learning,Advanced,0.5,TC00021,3
U01815,younggina,30,Male,kristineaton@hotmail.com,1,1,0.0,0.0,1,4.51,Design,Beginner,0.0,TC00047,1
U01816,dwayneatkins,21,Male,teresa09@outlook.com,2,2,0.0,0.0,2,2.895,Data Science,Beginner,0.0,TC00016,2
U01817,hillbrian,33,Male,cody19@yahoo.com,1,1,0.0,0.0,1,2.0,Business,Advanced,1.0,TC00028,1
U01818,samuel96,15,Male,leahlambert@gmail.com,2,2,26.93,53.86,2,3.5949999999999998,Finance,Beginner,0.0,TC00005,2
U01819,kmontgomery,17,Male,qvelasquez@outlook.com,1,1,0.0,0.0,1,4.79,Marketing,Advanced,1.0,TC00016,1
U01820,vmorrow,24,Male,douglas57@gmail.com,15,15,160.504,2407.56,11,2.8746666666666667,Business,Advanced,1.0,TC00042,2
U01821,blankenshipmichael,22,Male,stephaniejohnston@outlook.com,1,1,0.0,0.0,1,3.15,Business,Advanced,1.0,TC00028,1
U01822,harriseric,22,Male,clee@yahoo.com,15,15,29.802000000000003,447.03000000000003,9,2.9059999999999997,Finance,Advanced,1.0,TC00042,2
U01823,djarvis,22,Male,mahoneymichael@gmail.com,1,1,0.0,0.0,1,1.59,Finance,Advanced,1.0,TC00005,1
U01824,austinbethany,20,Male,scott08@yahoo.com,1,1,327.99,327.99,1,1.51,Project Management,Beginner,0.0,TC00009,1
U01825,jeff93,25,Male,xchavez@gmail.com,14,14,54.151428571428575,758.12,9,3.143571428571429,Machine Learning,Intermediate,0.6,TC00040,2
U01826,jenniferfields,17,Male,bryantchristopher@outlook.com,1,1,0.0,0.0,1,2.14,Digital Marketing,Beginner,0.0,TC00022,1
U01827,mitchellmarsh,28,Male,robin95@outlook.com,1,1,0.0,0.0,1,4.45,Design,Advanced,1.0,TC00005,1
U01828,molly55,21,Male,stephanie34@hotmail.com,1,1,177.34,177.34,1,3.89,Digital Marketing,Advanced,1.0,TC00050,1
U01829,walkerlisa,27,Male,deannaoconnor@yahoo.com,2,2,0.0,0.0,2,3.005,Cybersecurity,Intermediate,0.0,TC00037,2
U01830,james96,15,Male,gmedina@hotmail.com,1,1,37.89,37.89,1,1.3,Web Development,Advanced,1.0,TC00001,1
U01831,eherrera,34,Female,perkinsedwin@yahoo.com,1,1,472.28,472.28,1,4.74,Programming,Beginner,0.0,TC00022,1
U01832,rebecca57,24,Male,rosstammy@yahoo.com,1,1,0.0,0.0,1,2.88,Programming,Beginner,0.0,TC00038,1
U01833,brittneyphillips,16,Male,mccoycraig@outlook.com,2,2,243.96,487.92,2,4.215,Business,Advanced,2.0,TC00006,2
U01834,rebecca24,33,Female,sara87@outlook.com,1,1,0.0,0.0,1,1.73,Machine Learning,Intermediate,0.0,TC00049,1
U01835,williamfranklin,27,Male,dylanvargas@hotmail.com,2,2,0.0,0.0,1,4.755,Marketing,Advanced,1.0,TC00014,2
U01836,daniel27,32,Female,eric61@hotmail.com,1,1,299.57,299.57,1,3.74,Data Science,Beginner,0.0,TC00057,1
U01837,ogutierrez,24,Female,omolina@yahoo.com,1,1,326.02,326.02,1,2.69,Business,Intermediate,0.0,TC00028,1
U01838,haynesrobert,24,Male,lwebster@hotmail.com,2,2,0.0,0.0,2,4.015,Cybersecurity,Intermediate,0.0,TC00006,2
U01839,kmelton,22,Female,juliecombs@hotmail.com,1,1,0.0,0.0,1,3.6,Data Science,Intermediate,0.0,TC00016,1
U01840,bradley44,35,Female,sharris@hotmail.com,14,14,32.916428571428575,460.83000000000004,10,3.3735714285714287,Machine Learning,Beginner,0.7142857142857143,TC00042,2
U01841,jessicagonzalez,18,Female,jennifer41@outlook.com,1,1,0.0,0.0,1,1.91,Cybersecurity,Intermediate,0.0,TC00031,1
U01842,serranoandre,33,Female,john25@outlook.com,13,13,89.94461538461539,1169.28,9,3.1123076923076924,Artificial Intelligence,Beginner,0.42857142857142855,TC00042,2
U01843,tiffany83,19,Female,jonathancarson@hotmail.com,1,1,0.0,0.0,1,2.67,Web Development,Advanced,1.0,TC00026,1
U01844,colemanmelissa,18,Female,isaac36@outlook.com,1,1,0.0,0.0,1,3.02,Data Science,Intermediate,0.0,TC00016,1
U01845,andrewbell,17,Female,fosborne@gmail.com,1,1,0.0,0.0,1,4.45,Design,Advanced,1.0,TC00051,1
U01846,kevinalexander,21,Female,campbelljames@hotmail.com,2,2,58.84,117.68,2,3.755,Cybersecurity,Advanced,0.5,TC00010,2
U01847,ujohnson,18,Female,tbridges@yahoo.com,1,1,0.0,0.0,1,1.91,Cybersecurity,Intermediate,0.0,TC00031,1
U01848,jhoward,30,Female,msmith@gmail.com,1,1,0.0,0.0,1,3.15,Business,Advanced,1.0,TC00028,1
U01849,elizabethfloyd,23,Male,meganbenson@hotmail.com,1,1,0.0,0.0,1,3.45,Project Management,Intermediate,0.0,TC00009,1
U01850,justin74,29,Female,lee01@gmail.com,3,3,139.53666666666666,418.61,2,3.3633333333333333,Data Science,Intermediate,0.0,TC00008,2
U01851,abarnes,20,Male,adavis@outlook.com,4,4,167.1575,668.63,3,3.1375,Business,Intermediate,1.0,TC00007,3
U01852,schwartzgregory,19,Female,jacobslindsey@gmail.com,4,4,128.325,513.3,4,2.9425,Cybersecurity,Intermediate,0.5,TC00037,4
U01853,boydsherry,31,Male,zhangtonya@outlook.com,1,1,89.59,89.59,1,2.68,Artificial Intelligence,Intermediate,0.0,TC00027,1
U01854,pruittdavid,16,Male,ryan07@gmail.com,13,13,89.27230769230769,1160.54,9,3.4423076923076925,Finance,Advanced,1.0,TC00042,2
U01855,krichardson,15,Female,karen00@gmail.com,1,1,53.86,53.86,1,2.47,Finance,Beginner,0.0,TC00044,1
U01856,cohenlauren,27,Male,michaeljones@outlook.com,1,1,0.0,0.0,1,3.02,Data Science,Intermediate,0.0,TC00010,1
U01857,aprilvincent,27,Female,briggssheila@outlook.com,2,2,26.93,53.86,2,3.46,Design,Advanced,0.5,TC00033,2
U01858,clarkebianca,34,Female,davidfitzpatrick@gmail.com,1,1,0.0,0.0,1,3.45,Project Management,Intermediate,0.0,TC00060,1
U01859,thomas50,24,Female,dmiller@gmail.com,1,1,0.0,0.0,1,2.2,Web Development,Beginner,0.0,TC00048,1
U01860,bhardy,19,Male,kevin81@yahoo.com,3,3,162.64000000000001,487.92,3,3.236666666666667,Business,Advanced,1.0,TC00021,3
U01861,ddominguez,28,Female,wilsonlisa@outlook.com,2,2,47.605000000000004,95.21000000000001,1,3.02,Web Development,Advanced,2.0,TC00058,1
U01862,daniel53,24,Male,uchaney@yahoo.com,1,1,0.0,0.0,1,4.66,Digital Marketing,Intermediate,0.0,TC00022,1
U01863,wlopez,26,Male,cbutler@outlook.com,1,1,342.61,342.61,1,4.84,Project Management,Intermediate,0.0,TC00009,1
U01864,michelleharper,15,Male,timothy88@yahoo.com,1,1,0.0,0.0,1,4.72,Marketing,Intermediate,0.0,TC00044,1
U01865,josephwilson,18,Male,stacylowe@yahoo.com,4,4,0.0,0.0,3,1.915,Programming,Beginner,0.3333333333333333,TC00056,3
U01866,davidharrell,25,Male,rnicholson@gmail.com,1,1,0.0,0.0,1,3.45,Project Management,Intermediate,0.0,TC00009,1
U01867,monica16,24,Female,shari53@gmail.com,13,13,68.62307692307692,892.1,8,3.3230769230769233,Artificial Intelligence,Beginner,0.25,TC00040,2
U01868,leslie60,27,Female,lowehector@outlook.com,2,2,0.0,0.0,2,3.025,Cybersecurity,Beginner,0.0,TC00023,2
U01869,obennett,32,Male,cnguyen@hotmail.com,1,1,0.0,0.0,1,1.91,Cybersecurity,Intermediate,0.0,TC00031,1
U01870,edwin11,28,Female,kblanchard@outlook.com,1,1,0.0,0.0,1,3.93,Cybersecurity,Intermediate,0.0,TC00031,1
U01871,danielparks,21,Male,debra91@hotmail.com,14,14,65.46642857142857,916.53,8,3.2671428571428573,Data Science,Intermediate,1.25,TC00040,2
U01872,gatesbrittany,28,Female,bobby06@outlook.com,14,14,148.88642857142855,2084.41,10,3.314285714285714,Business,Intermediate,0.5,TC00042,2
U01873,jason10,26,Male,travischristopher@hotmail.com,1,1,0.0,0.0,1,1.28,Programming,Beginner,0.0,TC00036,1
U01874,lancelove,15,Female,kbass@outlook.com,1,1,415.51,415.51,1,3.11,Artificial Intelligence,Intermediate,0.0,TC00027,1
U01875,williamhardy,30,Male,ortizjoshua@gmail.com,1,1,285.05,285.05,1,1.96,Business,Beginner,0.0,TC00028,1
U01876,pam38,17,Male,suzanne43@outlook.com,14,14,69.41571428571429,971.8199999999999,7,3.391428571428571,Programming,Beginner,0.42857142857142855,TC00040,2
U01877,elizabethmassey,19,Male,kimberlydorsey@gmail.com,12,12,101.62166666666667,1219.46,9,2.9875000000000003,Digital Marketing,Beginner,0.5714285714285714,TC00040,2
U01878,nlopez,20,Female,christopher77@yahoo.com,1,1,0.0,0.0,1,4.45,Design,Advanced,1.0,TC00039,1
U01879,davidkemp,32,Female,jeffrey17@outlook.com,15,15,157.86066666666665,2367.91,8,2.656,Finance,Advanced,1.0,TC00040,2
U01880,amy23,26,Female,jessica71@gmail.com,2,2,0.0,0.0,2,4.585,Design,Beginner,0.0,TC00035,2
U01881,paulatanner,30,Male,thompsonsusan@gmail.com,1,1,346.71,346.71,1,1.23,Project Management,Advanced,1.0,TC00014,1
U01882,amitchell,30,Female,sarah27@yahoo.com,3,3,31.736666666666668,95.21000000000001,2,3.063333333333334,Web Development,Advanced,3.0,TC00058,2
U01883,william23,30,Female,turnershawn@gmail.com,1,1,490.9,490.9,1,4.55,Artificial Intelligence,Beginner,0.0,TC00027,1
U01884,michelle01,20,Male,imartinez@hotmail.com,1,1,346.71,346.71,1,1.23,Project Management,Advanced,1.0,TC00014,1
U01885,pwebb,25,Female,freyamanda@outlook.com,1,1,0.0,0.0,1,4.68,Project Management,Beginner,0.0,TC00060,1
U01886,achavez,17,Male,monica77@hotmail.com,1,1,0.0,0.0,1,4.79,Marketing,Advanced,1.0,TC00006,1
U01887,mcintoshdaniel,21,Female,obrown@outlook.com,1,1,0.0,0.0,1,3.65,Data Science,Beginner,0.0,TC00015,1
U01888,jonathan59,15,Female,mmarshall@gmail.com,1,1,0.0,0.0,1,3.93,Cybersecurity,Intermediate,0.0,TC00031,1
U01889,bradshawcarol,30,Female,sloanjeremy@outlook.com,1,1,0.0,0.0,1,2.61,Design,Advanced,1.0,TC00003,1
U01890,scampos,18,Female,pamelaoconnell@gmail.com,1,1,0.0,0.0,1,1.59,Finance,Advanced,1.0,TC00005,1
U01891,darylmooney,35,Female,aliciamadden@gmail.com,1,1,0.0,0.0,1,1.28,Programming,Beginner,0.0,TC00045,1
U01892,wmurphy,16,Male,carriebarnes@hotmail.com,1,1,0.0,0.0,1,2.2,Web Development,Beginner,0.0,TC00034,1
U01893,michaelsloan,23,Female,debra53@outlook.com,12,12,108.1825,1298.19,8,2.94,Business,Beginner,0.6666666666666666,TC00040,2
U01894,richardsonchristopher,35,Male,marksjohn@gmail.com,1,1,0.0,0.0,1,4.68,Project Management,Beginner,0.0,TC00043,1
U01895,danieldavis,35,Female,tinaburns@gmail.com,1,1,0.0,0.0,1,3.02,Data Science,Intermediate,0.0,TC00016,1
U01896,rjones,32,Female,schultzcharles@gmail.com,12,12,143.36749999999998,1720.4099999999999,9,3.065,Artificial Intelligence,Intermediate,0.0,TC00040,2
U01897,adixon,15,Female,feliciawallace@yahoo.com,1,1,0.0,0.0,1,1.52,Design,Advanced,1.0,TC00051,1
U01898,gloria83,26,Male,michaelgonzalez@hotmail.com,1,1,117.68,117.68,1,2.57,Data Science,Advanced,1.0,TC00016,1
U01899,bwall,25,Female,combsmaria@hotmail.com,2,2,0.0,0.0,2,3.0999999999999996,Programming,Beginner,0.0,TC00056,2
U01900,qwood,19,Male,williamschristopher@yahoo.com,11,11,118.8690909090909,1307.56,7,3.022727272727273,Artificial Intelligence,Advanced,1.6666666666666667,TC00040,2
U01901,nkim,23,Male,monique71@hotmail.com,1,1,0.0,0.0,1,1.81,Machine Learning,Advanced,1.0,TC00049,1
U01902,parsonskathryn,30,Female,charlesbrown@gmail.com,1,1,57.32,57.32,1,4.74,Web Development,Advanced,1.0,TC00025,1
U01903,sandersjacob,17,Female,jacqueline38@yahoo.com,13,13,102.66923076923078,1334.7,9,2.9815384615384612,Artificial Intelligence,Advanced,0.8333333333333334,TC00042,2
U01904,lambertamy,17,Male,morgandavid@gmail.com,1,1,487.92,487.92,1,3.64,Business,Advanced,1.0,TC00028,1
U01905,suttonlaura,24,Female,paul26@outlook.com,2,2,245.45,490.9,2,2.915,Artificial Intelligence,Beginner,0.0,TC00029,2
U01906,hporter,19,Male,debrawilliams@hotmail.com,15,15,93.046,1395.69,10,2.4353333333333333,Marketing,Beginner,0.7142857142857143,TC00042,2
U01907,hmitchell,15,Male,adamsscott@outlook.com,2,2,44.795,89.59,2,2.41,Artificial Intelligence,Beginner,0.0,TC00022,2
U01908,elizabethjackson,19,Male,natashaclark@hotmail.com,12,12,74.05583333333334,888.6700000000001,9,3.2708333333333335,Web Development,Advanced,0.8333333333333334,TC00040,2
U01909,sjennings,25,Male,tanya76@hotmail.com,3,3,12.63,37.89,3,1.68,Machine Learning,Advanced,2.0,TC00007,3
U01910,leah34,28,Male,ashleyclark@outlook.com,1,1,177.34,177.34,1,3.89,Digital Marketing,Advanced,1.0,TC00036,1
U01911,ywhitaker,22,Male,kimberly21@gmail.com,1,1,299.57,299.57,1,3.74,Data Science,Beginner,0.0,TC00010,1
U01912,fletcherdestiny,24,Female,qberger@hotmail.com,1,1,0.0,0.0,1,3.02,Data Science,Intermediate,0.0,TC00057,1
U01913,ethan70,24,Male,qhiggins@hotmail.com,1,1,0.0,0.0,1,2.88,Programming,Beginner,0.0,TC00017,1
U01914,ryanadkins,32,Female,christopher63@gmail.com,1,1,0.0,0.0,1,2.61,Design,Advanced,1.0,TC00003,1
U01915,madisonwise,34,Female,salazarcindy@outlook.com,2,2,226.7,453.4,2,2.205,Artificial Intelligence,Advanced,1.0,TC00029,1
U01916,annaliu,29,Male,autumnbest@hotmail.com,1,1,117.68,117.68,1,2.57,Data Science,Advanced,1.0,TC00057,1
U01917,juanward,18,Female,solisadrian@yahoo.com,15,15,77.30266666666667,1159.54,8,2.9939999999999998,Data Science,Advanced,1.75,TC00040,2
U01918,gfleming,23,Male,anthony16@hotmail.com,14,14,69.93714285714286,979.12,8,2.6207142857142856,Data Science,Advanced,1.2,TC00040,2
U01919,kyleconway,16,Female,tonyahood@gmail.com,1,1,0.0,0.0,1,1.28,Programming,Beginner,0.0,TC00009,1
U01920,matthewkennedy,33,Male,obriensara@yahoo.com,13,13,125.22000000000001,1627.8600000000001,8,3.0961538461538463,Data Science,Advanced,1.25,TC00042,2
U01921,nguyenkayla,24,Male,masonedward@hotmail.com,2,2,0.0,0.0,2,3.645,Artificial Intelligence,Beginner,0.0,TC00008,2
U01922,jjohnson,21,Male,caitlin14@gmail.com,2,2,0.0,0.0,2,3.295,Cybersecurity,Beginner,0.0,TC00031,2
U01923,travismartin,19,Male,jessica16@hotmail.com,1,1,57.32,57.32,1,4.74,Web Development,Advanced,1.0,TC00005,1
U01924,rhonda09,20,Male,phillip05@yahoo.com,2,2,44.795,89.59,2,3.0,Artificial Intelligence,Beginner,0.0,TC00027,2
U01925,bgarcia,33,Male,tburns@yahoo.com,1,1,299.57,299.57,1,3.74,Data Science,Beginner,0.0,TC00016,1
U01926,harrisbobby,26,Female,parkerstephanie@hotmail.com,13,13,91.5023076923077,1189.53,9,2.926153846153846,Machine Learning,Beginner,0.2857142857142857,TC00042,2
U01927,psummers,27,Female,qholden@outlook.com,1,1,0.0,0.0,1,3.02,Data Science,Intermediate,0.0,TC00010,1
U01928,annehogan,33,Female,hayslisa@gmail.com,1,1,0.0,0.0,1,4.94,Cybersecurity,Beginner,0.0,TC00031,1
U01929,jonathan04,19,Male,jeffrey72@yahoo.com,14,14,75.53714285714285,1057.52,7,2.8964285714285714,Machine Learning,Intermediate,0.5,TC00042,2
U01930,kelleyphillip,28,Female,caleb45@yahoo.com,1,1,0.0,0.0,1,3.45,Project Management,Intermediate,0.0,TC00060,1
U01931,bcrawford,23,Female,justin29@gmail.com,11,11,115.52727272727272,1270.8,7,2.562727272727273,Machine Learning,Beginner,0.6,TC00042,2
U01932,reginaldaustin,25,Male,michaelpeters@outlook.com,1,1,415.51,415.51,1,3.11,Artificial Intelligence,Intermediate,0.0,TC00027,1
U01933,baileyapril,27,Female,ellenpierce@yahoo.com,2,2,0.0,0.0,2,3.7800000000000002,Marketing,Intermediate,0.0,TC00018,2
U01934,imoore,22,Male,turnerdebbie@outlook.com,14,14,124.11,1737.54,8,3.3214285714285716,Artificial Intelligence,Advanced,2.0,TC00042,2
U01935,morgan05,33,Female,wilsonkevin@outlook.com,1,1,0.0,0.0,1,2.43,Programming,Intermediate,0.0,TC00047,1
U01936,aramsey,23,Male,lnguyen@outlook.com,2,2,0.0,0.0,2,4.1850000000000005,Cybersecurity,Beginner,0.0,TC00019,2
